ENTITY,YEAR,ADULT_LITERACY,YOUTH_LITERACY_M,YOUTH_LITERACY_F,OWID_REGION
Kiribati,2018,97.95971,95.83073,98.50159,Oceania
Kuwait,1975,60.0,78.0,66.0,Asia
Kuwait,1980,68.0,81.0,76.0,Asia
Kuwait,1985,74.0,91.0,84.0,Asia
Kuwait,1995,78.0,94.0,90.0,Asia
Kuwait,2005,93.0,100.0,100.0,Asia
Kuwait,2006,93.0,99.0,98.0,Asia
Kuwait,2007,94.0,98.0,99.0,Asia
Kuwait,2008,94.0,99.0,99.0,Asia
Kuwait,2010,94.0,99.0,99.0,Asia
Kuwait,2012,96.0,99.0,99.0,Asia
Kuwait,2013,96.0,99.0,99.0,Asia
Kuwait,2015,96.0,99.0,99.0,Asia
Kuwait,2017,96.0,99.0,99.0,Asia
Kuwait,2018,96.0,99.0,100.0,Asia
Kuwait,2020,96.0,99.0,100.0,Asia
Kyrgyzstan,1999,99.0,100.0,100.0,Asia
Kyrgyzstan,2009,99.0,100.0,100.0,Asia
Kyrgyzstan,2014,99.0,100.0,99.79,Asia
Laos,1995,60.0,79.0,64.0,Asia
Laos,2000,70.0,88.0,74.0,Asia
Laos,2001,69.0,83.0,75.0,Asia
Laos,2005,73.0,89.0,79.0,Asia
Laos,2006,73.0,89.0,67.08,Asia
Laos,2015,85.0,94.0,91.0,Asia
Laos,2017,85.0,91.20028,84.4665,Asia
Latvia,1989,99.0,100.0,100.0,Europe
Latvia,2000,100.0,100.0,100.0,Europe
Latvia,2011,100.0,100.0,100.0,Europe
Lebanon,2007,90.0,98.0,99.0,Asia
Lebanon,2009,91.0,99.0,99.0,Asia
Lebanon,2018,93.0,98.0,96.0,Asia
Lesotho,2000,86.0,85.0,97.0,Africa
Lesotho,2006,66.0,66.0,85.0,Africa
Lesotho,2009,66.0,82.23,94.25,Africa
Lesotho,2014,66.0,87.37,96.52,Africa
Lesotho,2016,97.0,97.0,100.0,Africa
Lesotho,2018,86.24087,92.35318,98.26914,Africa
Liberia,1984,32.0,63.0,34.0,Africa
Liberia,2007,32.0,77.33,51.49,Africa
Liberia,2013,32.0,83.75,63.2,Africa
Libya,1984,60.0,98.0,80.0,Africa
Lithuania,1989,98.0,100.0,100.0,Europe
Lithuania,2001,100.0,100.0,100.0,Europe
Lithuania,2011,100.0,100.0,100.0,Europe
Macao,1981,90.0,95.0,94.0,Asia
Macao,2001,91.0,99.0,100.0,Asia
Macao,2006,93.0,100.0,100.0,Asia
Macao,2011,96.0,100.0,100.0,Asia
Macao,2016,97.0,100.0,100.0,Asia
Madagascar,2000,71.0,73.0,68.0,Africa
Madagascar,2005,59.0,59.0,56.0,Africa
Madagascar,2012,72.0,78.0,75.0,Africa
Madagascar,2018,77.0,81.0,79.0,Africa
Madagascar,2021,74.68614,82.52617,82.23735,Africa
Malawi,1987,49.0,70.0,49.0,Africa
Malawi,1998,64.0,82.0,71.0,Africa
Malawi,2006,64.0,82.0,72.23,Africa
Malawi,2014,64.0,82.0,75.73,Africa
Malawi,2020,70.15227,81.30133,80.14176,Africa
Malaysia,1980,70.0,89.0,87.0,Asia
Malaysia,1991,83.0,96.0,95.0,Asia
Malaysia,2000,89.0,97.0,97.0,Asia
Malaysia,2010,93.0,98.0,98.0,Asia
Malaysia,2016,95.0,97.0,98.0,Asia
Malaysia,2017,95.0,97.0,97.0,Asia
Malaysia,2018,95.0,97.0,97.0,Asia
Malaysia,2019,95.0,97.0,97.0,Asia
Malaysia,2022,96.0,99.0,98.0,Asia
Maldives,1977,82.0,84.0,87.0,Asia
Maldives,1985,92.0,95.0,96.0,Asia
Maldives,1990,96.0,98.0,98.0,Asia
Maldives,1995,96.0,98.0,98.0,Asia
Maldives,2000,96.0,98.0,98.0,Asia
Maldives,2006,98.0,99.0,99.0,Asia
Maldives,2014,99.0,99.0,99.0,Asia
Maldives,2016,98.0,98.0,99.0,Asia
Maldives,2017,94.50551,97.31116,99.67299,Asia
Maldives,2019,98.21186,98.62147,98.86908,Asia
Mali,1976,9.0,27.0,13.0,Africa
Mali,1998,19.0,32.0,17.0,Africa
Mali,2003,24.0,32.0,17.0,Africa
Mali,2006,26.0,47.0,31.0,Africa
Mali,2010,31.0,56.0,34.0,Africa
Mali,2011,31.0,56.0,30.0,Africa
Mali,2015,33.0,61.0,39.0,Africa
Mali,2018,35.0,58.0,43.0,Africa
Mali,2020,35.0,44.16,60.92,Africa
Malta,1985,87.0,97.0,99.0,Europe
Malta,1995,88.0,94.0,98.0,Europe
Malta,2005,92.0,97.0,99.0,Europe
Malta,2011,93.0,98.0,99.0,Europe
Marshall Islands,2011,98.0,98.0,99.0,Oceania
Martinique,1982,93.0,99.0,99.0,North America
Mauritania,2000,51.0,68.0,55.0,Africa
Mauritania,2007,51.0,68.0,47.94,Africa
Mauritania,2011,51.0,68.0,57.65,Africa
Mauritania,2013,62.0,74.0,68.0,Africa
Mauritania,2015,65.11202,86.73236,75.69968,Africa
Mauritania,2020,59.52966,75.25897,66.98027,Africa
Mauritius,1990,80.0,91.0,92.0,Africa
Mauritius,2000,84.0,94.0,95.0,Africa
Mauritius,2011,89.0,98.0,99.0,Africa
Mauritius,2012,92.0,98.0,99.0,Africa
Mauritius,2013,91.0,98.0,99.0,Africa
Mauritius,2014,92.0,98.0,99.0,Africa
Mauritius,2015,93.0,98.0,99.0,Africa
Mauritius,2016,93.0,98.0,99.0,Africa
Mexico,1980,83.0,93.0,91.0,North America
Mexico,1990,88.0,96.0,95.0,North America
Mexico,2000,91.0,97.2,97.4,North America
Mexico,2002,90.0,97.8,97.2,North America
Mexico,2004,91.0,97.1,97.5,North America
Mexico,2005,92.0,98.0,98.0,North America
Mexico,2006,92.0,98.1,97.7,North America
Mexico,2007,93.0,98.0,98.0,North America
Mexico,2008,93.0,98.2,98.3,North America
Mexico,2009,93.0,99.0,98.0,North America
Mexico,2010,93.0,98.2,98.6,North America
Mexico,2011,94.0,98.0,99.0,North America
Mexico,2012,94.0,98.6,98.9,North America
Mexico,2013,94.0,99.0,99.0,North America
Mexico,2014,95.0,98.4,98.9,North America
Mexico,2015,94.0,99.0,99.0,North America
Mexico,2016,95.0,98.5,98.7,North America
Mexico,2017,95.0,99.0,99.0,North America
Mexico,2018,95.0,98.4,98.8,North America
Mexico,2020,95.0,98.8,99.1,North America
Mexico,2022,95.0,98.7,99.2,North America
Moldova,1989,96.0,100.0,100.0,Europe
Moldova,2000,97.0,99.0,100.0,Europe
Moldova,2005,97.0,99.87,99.95,Europe
Moldova,2012,97.0,100.0,99.84,Europe
Moldova,2014,99.0,100.0,100.0,Europe
Mongolia,2000,98.0,97.0,98.0,Asia
Mongolia,2010,98.0,98.0,99.0,Asia
Mongolia,2018,96.89635,99.6363,99.42351,Asia
Mongolia,2020,99.0,99.0,99.0,Asia
Mongolia,2022,98.72622,99.61688,99.77098,Asia
Montenegro,1981,90.0,99.0,98.0,Europe
Montenegro,1991,93.0,99.0,99.0,Europe
Montenegro,2003,98.0,99.0,99.0,Europe
Montenegro,2005,98.0,99.0,99.21,Europe
Montenegro,2011,98.0,99.0,99.0,Europe
Montenegro,2013,98.0,99.0,99.76,Europe
Montenegro,2018,98.5344,96.23099,98.95459,Europe
Morocco,1982,30.0,58.0,31.0,Africa
Morocco,1994,42.0,71.0,46.0,Africa
Morocco,2004,52.0,81.0,60.0,Africa
Morocco,2008,55.0,86.0,70.0,Africa
Morocco,2009,56.0,87.0,72.0,Africa
Morocco,2011,67.0,89.0,74.0,Africa
Morocco,2012,69.0,94.0,88.0,Africa
Morocco,2014,76.0,94.0,88.0,Africa
Mozambique,1980,27.0,64.0,25.0,Africa
Mozambique,1997,39.0,59.0,37.0,Africa
Mozambique,2003,48.0,74.0,50.0,Africa
Mozambique,2008,48.0,74.0,39.45,Africa
Mozambique,2009,51.0,80.0,57.0,Africa
Mozambique,2015,56.0,79.0,63.0,Africa
Mozambique,2017,61.0,77.0,65.0,Africa
Mozambique,2020,60.0,76.0,65.0,Africa
Myanmar,1983,79.0,89.0,81.0,Asia
Myanmar,2000,90.0,96.0,93.0,Asia
Myanmar,2014,90.0,94.0,94.0,Asia
Myanmar,2016,90.0,91.15811,89.64611,Asia
Myanmar,2019,89.0,95.0,96.0,Asia
Namibia,1991,76.0,86.0,90.0,Africa
Namibia,2000,76.0,88.26,90.65,Africa
Namibia,2001,85.0,91.0,94.0,Africa
Namibia,2007,85.0,88.77,93.54,Africa
Namibia,2011,88.0,93.0,95.0,Africa
Namibia,2013,88.0,92.08,96.09,Africa
Nepal,1981,21.0,45.0,15.0,Asia
Nepal,1991,33.0,68.0,33.0,Asia
Nepal,2001,49.0,81.0,60.0,Asia
Nepal,2006,49.0,94.24,75.51,Asia
Nepal,2011,60.0,90.0,80.0,Asia
Nepal,2016,65.50101,94.43616,84.58498,Asia
Nepal,2019,68.7125,96.80686,92.07302,Asia
Nepal,2022,68.7125,97.16,89.2,Asia
New Caledonia,1976,91.0,97.0,98.0,Oceania
New Caledonia,1989,93.0,99.0,99.0,Oceania
New Caledonia,1996,96.0,99.0,99.0,Oceania
Nicaragua,2001,77.0,85.3,89.4,North America
Nicaragua,2005,78.0,89.4,92.7,North America
Nicaragua,2009,78.0,92.6,94.8,North America
Nicaragua,2014,78.0,94.1,96.6,North America
Niger,2001,14.0,26.0,14.0,Africa
Niger,2005,29.0,52.0,23.0,Africa
Niger,2006,29.0,33.02,11.17,Africa
Niger,2012,31.0,49.0,32.0,Africa
Niger,2018,33.04745,56.88975,36.36699,Africa
Niger,2022,35.60971,63.96316,44.7403,Africa
Nigeria,1991,55.0,81.0,62.0,Africa
Nigeria,2003,55.0,78.0,61.0,Africa
Nigeria,2006,70.0,83.0,75.0,Africa
Nigeria,2007,70.0,83.0,70.18,Africa
Nigeria,2008,70.0,78.5,51.6,Africa
Nigeria,2011,70.0,78.5,79.84,Africa
Nigeria,2013,70.0,86.17,70.75,Africa
Nigeria,2016,58.22134,78.43424,67.12351,Africa
Nigeria,2018,58.22134,71.80612,60.39587,Africa
Nigeria,2021,63.15554,77.77638,69.04957,Africa
North Korea,2008,100.0,100.0,100.0,Asia
North Macedonia,1994,94.0,99.0,99.0,Europe
North Macedonia,2002,96.0,99.0,98.0,Europe
North Macedonia,2005,96.0,99.0,98.69,Europe
North Macedonia,2011,96.0,99.0,99.36,Europe
North Macedonia,2018,96.0,99.0,98.74764,Europe
Oman,2003,66.0,66.0,85.0,Asia
Oman,2008,87.0,98.0,98.0,Asia
Oman,2010,87.0,97.0,98.0,Asia
Oman,2015,93.0,99.0,99.0,Asia
Oman,2017,96.0,98.0,99.0,Asia
Oman,2018,96.0,98.0,99.0,Asia
Oman,2020,97.0,100.0,100.0,Asia
Oman,2022,97.0,100.0,100.0,Asia
Pakistan,1981,26.0,45.0,24.0,Asia
Pakistan,1998,43.0,67.0,43.0,Asia
Pakistan,2005,50.0,77.0,53.0,Asia
Pakistan,2006,54.0,79.0,58.0,Asia
Pakistan,2007,52.0,75.0,57.0,Asia
Pakistan,2008,56.0,79.0,61.0,Asia
Pakistan,2009,55.0,79.0,61.0,Asia
Pakistan,2010,55.0,80.0,62.0,Asia
Pakistan,2011,55.0,78.0,63.0,Asia
Pakistan,2012,57.0,80.0,64.0,Asia
Pakistan,2013,56.0,79.0,63.0,Asia
Pakistan,2014,57.0,80.0,66.0,Asia
Pakistan,2017,59.0,81.0,68.0,Asia
Pakistan,2018,57.0,80.0,64.0,Asia
Pakistan,2019,58.0,80.0,65.0,Asia
Pakistan,2021,58.8561,79.45763,66.52292,Asia
Palau,1980,92.0,94.0,94.0,Oceania
Palau,2013,100.0,100.0,100.0,Oceania
Palau,2015,97.0,98.0,99.0,Oceania
Palestine,1997,86.0,97.0,97.0,Asia
Palestine,2004,92.0,99.0,99.0,Asia
Palestine,2006,93.0,99.0,99.0,Asia
Palestine,2007,94.0,99.0,99.0,Asia
Palestine,2008,94.0,99.0,99.0,Asia
Palestine,2009,94.0,99.0,99.0,Asia
Palestine,2010,95.0,99.0,99.0,Asia
Palestine,2011,95.0,99.0,99.0,Asia
Palestine,2012,96.0,99.0,99.0,Asia
Palestine,2013,96.0,99.0,99.0,Asia
Palestine,2014,96.0,99.0,99.0,Asia
Palestine,2015,96.0,99.0,99.0,Asia
Palestine,2016,97.0,99.0,99.0,Asia
Palestine,2017,97.0,99.0,99.0,Asia
Palestine,2018,97.0,99.0,99.0,Asia
Palestine,2019,97.0,99.0,99.0,Asia
Palestine,2020,98.0,99.0,99.0,Asia
Palestine,2022,98.0,99.0,99.0,Asia
Panama,1980,88.0,96.0,96.0,North America
Panama,1990,89.0,95.0,95.0,North America
Panama,2000,92.0,97.0,96.0,North America
Panama,2010,94.0,98.0,97.0,North America
Panama,2014,94.0,98.4,97.6,North America
Panama,2015,94.0,98.4,98.1,North America
Panama,2016,94.0,99.1,98.4,North America
Panama,2017,94.0,99.3,98.8,North America
Panama,2018,95.0,99.3,98.9,North America
Panama,2019,96.0,98.9,98.9,North America
Panama,2021,96.0,99.3,99.2,North America
Panama,2022,96.0,99.4,99.3,North America
Panama,2023,96.0,98.8,98.9,North America
Papua New Guinea,2000,57.0,69.0,64.0,Oceania
Papua New Guinea,2017,70.06368,87.25939,78.08662,Oceania
Paraguay,1982,78.0,90.0,89.0,South America
Paraguay,1992,90.0,96.0,95.0,South America
Paraguay,2001,90.0,95.7,95.6,South America
Paraguay,2002,90.0,97.6,97.3,South America
Paraguay,2003,90.0,97.3,97.5,South America
Paraguay,2004,90.0,97.3,97.2,South America
Paraguay,2005,90.0,97.6,98.1,South America
Paraguay,2006,90.0,98.4,97.9,South America
Paraguay,2007,95.0,98.6,98.8,South America
Paraguay,2008,93.0,97.6,98.2,South America
Paraguay,2009,94.0,98.0,99.0,South America
Paraguay,2010,94.0,98.5,98.6,South America
Paraguay,2011,94.0,98.3,98.7,South America
Paraguay,2012,94.0,98.3,98.1,South America
Paraguay,2013,95.0,98.6,99.2,South America
Paraguay,2014,95.0,99.0,98.5,South America
Paraguay,2015,96.0,98.4,99.0,South America
Paraguay,2016,95.0,98.2,98.7,South America
Paraguay,2017,95.0,97.7,98.9,South America
Paraguay,2018,94.0,97.7,98.9,South America
Paraguay,2019,93.0,98.0,98.7,South America
Paraguay,2020,95.0,98.6,98.7,South America
Paraguay,2021,95.0,98.1,99.2,South America
Paraguay,2022,95.0,98.5,98.8,South America
Paraguay,2023,95.0,98.8,99.0,South America
Peru,1981,82.0,97.0,90.0,South America
Peru,1993,87.0,97.0,94.0,South America
Peru,2000,87.0,99.1,96.1,South America
Peru,2001,87.0,98.2,96.1,South America
Peru,2002,87.0,97.6,95.9,South America
Peru,2003,87.0,97.6,96.0,South America
Peru,2004,88.0,98.4,96.3,South America
Peru,2005,88.0,98.1,96.8,South America
Peru,2006,89.0,98.6,97.3,South America
Peru,2007,90.0,98.1,97.0,South America
Peru,2008,90.0,98.2,97.5,South America
Peru,2009,90.0,98.7,97.9,South America
Peru,2010,90.0,98.6,98.0,South America
Peru,2011,90.0,98.6,98.3,South America
Peru,2012,94.0,98.7,98.7,South America
Peru,2013,94.0,98.9,98.9,South America
Peru,2014,94.0,99.2,98.8,South America
Peru,2015,94.0,99.3,98.8,South America
Peru,2016,94.0,99.1,98.8,South America
Peru,2017,94.0,99.3,98.9,South America
Peru,2018,94.0,99.1,99.0,South America
Peru,2019,94.0,99.1,99.1,South America
Peru,2020,94.0,99.6,99.4,South America
Peru,2021,94.0,99.1,99.2,South America
Peru,2022,94.0,99.3,99.3,South America
Peru,2023,94.0,99.3,99.4,South America
Philippines,1980,83.0,91.0,92.0,Asia
Philippines,1990,94.0,96.0,97.0,Asia
Philippines,1994,94.0,96.0,96.0,Asia
Philippines,2000,93.0,94.0,96.0,Asia
Philippines,2003,93.0,94.0,97.0,Asia
Philippines,2008,95.0,97.0,98.0,Asia
Philippines,2013,96.0,97.0,99.0,Asia
Philippines,2015,98.0,99.0,99.0,Asia
Philippines,2017,98.0,100.0,100.0,Asia
Philippines,2019,96.0,98.0,99.0,Asia
Philippines,2020,98.0,99.0,99.0,Asia
Philippines,2022,98.0,100.0,99.51506,Asia
Poland,1978,99.0,100.0,100.0,Europe
Portugal,1981,79.0,98.0,98.0,Europe
Portugal,1991,88.0,99.0,99.0,Europe
Portugal,2011,94.0,99.0,99.0,Europe
Puerto Rico,1980,87.0,93.0,94.0,North America
Puerto Rico,1990,90.0,92.0,94.0,North America
Puerto Rico,2010,92.0,99.0,99.0,North America
Puerto Rico,2017,92.0,92.0,92.0,North America
Qatar,1986,76.0,89.0,91.0,Asia
Qatar,1997,83.0,94.0,96.0,Asia
Qatar,2004,89.0,95.0,98.0,Asia
Qatar,2007,93.0,99.0,99.0,Asia
Qatar,2008,94.0,95.0,97.0,Asia
Qatar,2009,95.0,98.0,98.0,Asia
Qatar,2010,96.0,96.0,98.0,Asia
Qatar,2011,96.0,98.0,99.0,Asia
Qatar,2012,97.0,99.0,100.0,Asia
Qatar,2013,97.0,99.0,99.0,Asia
Qatar,2014,98.0,98.0,100.0,Asia
Reunion,1982,79.0,94.0,98.0,Africa
Romania,1992,97.0,99.0,99.0,Europe
Romania,2002,97.0,98.0,98.0,Europe
Romania,2011,99.0,99.0,99.0,Europe
Romania,2021,99.0,100.0,100.0,Europe
Russia,1989,98.0,100.0,100.0,Europe
Russia,2002,99.0,100.0,100.0,Europe
Russia,2010,100.0,100.0,100.0,Europe
Russia,2021,100.0,100.0,100.0,Europe
Rwanda,1978,38.0,60.0,45.0,Africa
Rwanda,1991,58.0,60.0,45.0,Africa
Rwanda,2000,65.0,79.0,77.0,Africa
Rwanda,2005,65.0,72.72,68.21,Africa
Rwanda,2010,65.0,80.31,80.06,Africa
Rwanda,2012,68.0,81.0,83.0,Africa
Rwanda,2014,71.0,84.0,86.0,Africa
Rwanda,2015,71.0,87.92002,89.17011,Africa
Rwanda,2018,73.0,84.0,89.0,Africa
Rwanda,2020,80.05086,90.36046,92.69652,Africa
Rwanda,2022,79.0,88.0,92.0,Africa
Saint Helena,1998,97.0,99.0,100.0,Africa
Saint Lucia,2012,86.96626300653595,100.0,99.96,North America
Saint Pierre and Miquelon,1982,99.0,99.0,99.0,North America
Saint Vincent and the Grenadines,1970,96.0,98.0,98.0,North America
Samoa,1991,98.0,99.0,99.0,Oceania
Samoa,2011,99.0,99.0,99.0,Oceania
Samoa,2016,99.0,100.0,100.0,Oceania
Samoa,2019,97.99026,98.54096,99.55731,Oceania
San Marino,2022,100.0,100.0,100.0,Europe
Sao Tome and Principe,1981,57.0,91.0,74.0,Africa
Sao Tome and Principe,1991,73.0,96.0,92.0,Africa
Sao Tome and Principe,2001,85.0,96.0,95.0,Africa
Sao Tome and Principe,2012,90.0,97.0,96.0,Africa
Sao Tome and Principe,2014,90.0,97.0,100.0,Africa
Sao Tome and Principe,2019,87.43846,95.85022,95.07206,Africa
Saudi Arabia,1992,71.0,94.0,81.0,Asia
Saudi Arabia,2000,79.0,98.0,94.0,Asia
Saudi Arabia,2004,83.0,97.0,95.0,Asia
Saudi Arabia,2013,94.0,99.0,99.0,Asia
Saudi Arabia,2017,95.0,99.0,99.0,Asia
Saudi Arabia,2020,98.0,100.0,99.0,Asia
Senegal,1988,27.0,49.0,28.0,Africa
Senegal,2002,39.0,58.0,41.0,Africa
Senegal,2005,39.0,57.43,34.01,Africa
Senegal,2006,42.0,58.0,45.0,Africa
Senegal,2009,48.0,72.0,55.0,Africa
Senegal,2011,52.0,74.0,59.0,Africa
Senegal,2013,44.0,63.0,51.0,Africa
Senegal,2014,44.0,63.45,51.06,Africa
Senegal,2015,43.59273,65.78748,56.87536,Africa
Senegal,2016,46.09964,69.407,59.88586,Africa
Senegal,2017,52.0,76.0,64.0,Africa
Senegal,2018,46.60591,66.22319,65.68582,Africa
Senegal,2019,46.83367,68.82227,64.02553,Africa
Senegal,2023,50.35582,69.2685,65.59709,Africa
Serbia,2003,96.0,99.0,99.0,Europe
Serbia,2005,96.0,99.0,99.63,Europe
Serbia,2011,98.0,99.0,99.0,Europe
Serbia,2014,98.0,99.0,99.83,Europe
Serbia,2016,99.0,100.0,100.0,Europe
Serbia,2019,99.0,100.0,100.0,Europe
Seychelles,1987,84.0,97.0,98.0,Africa
Seychelles,1994,88.0,98.0,99.0,Africa
Seychelles,2002,92.0,99.0,99.0,Africa
Seychelles,2010,94.0,99.0,99.0,Africa
Sierra Leone,2004,35.0,60.0,37.0,Africa
Sierra Leone,2005,35.0,60.0,37.15,Africa
Sierra Leone,2008,35.0,73.58,41.3,Africa
Sierra Leone,2010,35.0,73.58,49.46,Africa
Sierra Leone,2013,35.0,79.69,57.34,Africa
Sierra Leone,2017,44.83318,78.74271,68.66314,Africa
Sierra Leone,2019,43.57778,78.1976,67.86192,Africa
Singapore,1980,83.0,96.0,96.0,Asia
Singapore,1990,89.0,99.0,99.0,Asia
Singapore,2000,93.0,99.0,100.0,Asia
Singapore,2010,96.0,100.0,100.0,Asia
Singapore,2011,96.0,100.0,100.0,Asia
Singapore,2012,96.0,100.0,100.0,Asia
Singapore,2013,97.0,100.0,100.0,Asia
Singapore,2014,97.0,100.0,100.0,Asia
Singapore,2015,97.0,100.0,100.0,Asia
Singapore,2016,97.0,100.0,100.0,Asia
Singapore,2017,97.0,100.0,100.0,Asia
Singapore,2018,97.0,100.0,100.0,Asia
Singapore,2019,97.0,100.0,100.0,Asia
Singapore,2020,97.0,100.0,100.0,Asia
Singapore,2021,98.0,100.0,100.0,Asia
Slovenia,1991,100.0,100.0,100.0,Europe
Somalia,2006,54.0,76.0,23.79,Africa
Somalia,2022,54.0,76.0,65.0,Africa
South Africa,1980,76.0,85.0,85.0,Africa
South Africa,1996,82.0,93.0,94.0,Africa
South Africa,2007,89.0,97.0,98.0,Africa
South Africa,2009,93.0,98.0,99.0,Africa
South Africa,2010,93.0,98.0,99.0,Africa
South Africa,2011,93.0,98.0,99.0,Africa
South Africa,2012,94.0,98.0,99.0,Africa
South Africa,2014,94.0,99.0,99.0,Africa
South Africa,2015,94.0,99.0,99.0,Africa
South Africa,2016,91.73724,95.83106,97.71958,Africa
South Africa,2017,87.0,94.0,97.0,Africa
South Africa,2019,95.0,98.0,99.0,Africa
South Africa,2021,90.0,96.0,97.0,Africa
South Korea,2008,98.0,100.0,100.0,Asia
South Sudan,2008,27.0,44.0,30.0,Africa
South Sudan,2010,27.0,44.0,24.87,Africa
Spain,1981,93.0,99.0,99.0,Europe
Spain,1991,96.0,100.0,100.0,Europe
Spain,2004,97.0,100.0,100.0,Europe
Spain,2005,98.0,100.0,100.0,Europe
Spain,2006,98.0,100.0,99.0,Europe
Spain,2007,98.0,100.0,100.0,Europe
Spain,2008,98.0,100.0,100.0,Europe
Spain,2009,98.0,100.0,100.0,Europe
Spain,2010,98.0,100.0,100.0,Europe
Spain,2011,98.0,100.0,100.0,Europe
Spain,2012,98.0,100.0,100.0,Europe
Spain,2013,98.0,100.0,100.0,Europe
Spain,2014,98.0,100.0,100.0,Europe
Spain,2015,98.0,100.0,100.0,Europe
Spain,2016,98.0,100.0,100.0,Europe
Spain,2018,98.0,100.0,100.0,Europe
Spain,2020,99.0,99.0,100.0,Europe
Spain,2021,100.0,100.0,100.0,Europe
Sri Lanka,1981,87.0,92.0,90.0,Asia
Sri Lanka,2001,91.0,95.0,96.0,Asia
Sri Lanka,2006,91.0,97.0,98.0,Asia
Sri Lanka,2008,91.0,97.0,99.0,Asia
Sri Lanka,2010,91.0,98.0,99.0,Asia
Sri Lanka,2016,92.0,98.0,99.0,Asia
Sri Lanka,2017,92.0,99.0,99.0,Asia
Sri Lanka,2018,92.0,99.0,99.0,Asia
Sri Lanka,2019,92.0,99.0,99.0,Asia
Sri Lanka,2020,92.0,99.0,99.0,Asia
Sri Lanka,2021,92.0,99.0,99.0,Asia
Sri Lanka,2022,92.0,98.0,99.0,Asia
Sri Lanka,2023,93.0,99.0,99.0,Asia
Sudan,2000,61.0,86.0,72.0,Africa
Sudan,2008,54.0,69.0,63.0,Africa
Sudan,2010,54.0,69.0,64.81,Africa
Sudan,2014,54.0,69.0,100.0,Africa
Suriname,2004,90.0,96.0,94.0,South America
Suriname,2006,90.0,96.0,94.92,South America
Suriname,2008,95.0,99.0,99.0,South America
Suriname,2010,95.0,98.0,99.0,South America
Suriname,2012,93.0,98.0,97.0,South America
Suriname,2018,93.0,97.44166,97.9577,South America
Syria,1981,56.0,89.0,59.0,Asia
Syria,2002,83.0,97.0,93.0,Asia
Syria,2004,81.0,95.0,90.0,Asia
Syria,2006,81.0,95.0,89.05,Asia
Syria,2021,94.0,98.0,98.0,Asia
Tajikistan,1989,98.0,100.0,100.0,Asia
Tajikistan,2000,99.0,100.0,100.0,Asia
Tajikistan,2012,99.0,100.0,100.0,Asia
Tajikistan,2017,99.0,100.0,96.42241,Asia
Tanzania,1988,59.0,86.0,78.0,Africa
Tanzania,2002,69.0,81.0,76.0,Africa
Tanzania,2012,78.0,87.0,85.0,Africa
Tanzania,2015,78.0,87.0,85.0,Africa
Tanzania,2022,78.0,88.81121,85.12921,Africa
Thailand,1980,88.0,98.0,96.0,Asia
Thailand,2000,93.0,98.0,98.0,Asia
Thailand,2005,94.0,98.0,98.0,Asia
Thailand,2010,96.0,97.0,97.0,Asia
Thailand,2013,94.0,98.0,99.0,Asia
Thailand,2015,93.0,98.0,98.0,Asia
Thailand,2016,91.9814,97.36126,97.63726,Asia
Thailand,2018,94.0,98.0,99.0,Asia
Thailand,2019,91.26915,98.46694,98.57724,Asia
Thailand,2022,91.09987,97.94499,98.42796,Asia
Togo,2000,53.0,84.0,64.0,Africa
Togo,2006,57.0,85.0,68.0,Africa
Togo,2009,57.0,88.0,75.0,Africa
Togo,2010,57.0,88.0,51.42,Africa
Togo,2011,60.0,87.0,73.0,Africa
Togo,2014,60.0,88.61,67.68,Africa
Togo,2015,64.0,90.0,78.0,Africa
Togo,2017,64.0,89.43568,74.7365,Africa
Togo,2019,67.0,92.0,84.0,Africa
Togo,2022,72.59589,93.32553,87.65002,Africa
Tonga,1976,100.0,100.0,100.0,Oceania
Tonga,1996,99.0,99.0,99.0,Oceania
Tonga,2006,99.0,99.0,100.0,Oceania
Tonga,2011,99.0,99.0,100.0,Oceania
Tonga,2016,97.0,98.0,98.0,Oceania
Tonga,2019,91.05162,99.91556,99.87335,Oceania
Trinidad and Tobago,1980,95.0,99.0,99.0,North America
Trinidad and Tobago,1990,97.0,99.0,99.0,North America
Trinidad and Tobago,2006,97.0,99.0,99.18,North America
Trinidad and Tobago,2022,97.0,89.05,99.7281,North America
Tunisia,1984,48.0,86.0,63.0,Africa
Tunisia,2004,74.0,96.0,92.0,Africa
Tunisia,2007,77.0,98.0,95.0,Africa
Tunisia,2008,78.0,98.0,95.0,Africa
Tunisia,2010,79.0,98.0,96.0,Africa
Tunisia,2011,80.0,98.0,96.0,Africa
Tunisia,2012,80.0,98.0,96.0,Africa
Tunisia,2014,79.0,97.0,96.0,Africa
Tunisia,2018,79.47511,98.38471,97.53666,Africa
Tunisia,2019,81.0,97.0,97.0,Africa
Tunisia,2021,83.68263,98.83691,99.05225,Africa
Tunisia,2023,86.24682,98.1943,98.12705,Africa
Turkey,1975,62.0,91.0,68.0,Asia
Turkey,1980,66.0,94.0,75.0,Asia
Turkey,1985,76.0,96.0,86.0,Asia
Turkey,1990,79.0,97.0,88.0,Asia
Turkey,2004,87.0,98.0,93.0,Asia
Turkey,2005,88.0,98.0,94.0,Asia
Turkey,2006,88.0,98.0,94.0,Asia
Turkey,2007,89.0,99.0,94.0,Asia
Turkey,2009,91.0,99.0,97.0,Asia
Turkey,2010,93.0,99.0,97.0,Asia
Turkey,2011,94.0,99.0,98.0,Asia
Turkey,2012,95.0,100.0,98.0,Asia
